id,character,title,voice_line,requirements,about,nation
3207,Zhongli,About Ningguang,"Despite the multitude of affairs she deals with in a day, Ningguang always continues to press on. A rare gem indeed. I'm reminded of the time that she used to walk barefoot from Yaoguang Shoal to the south wharf, trying to sell her wares as she went. Time is cruel to humans.",Friendship Lv. 4; A New Star Approaches,Ningguang,Liyue
3208,Zhongli,About Hu Tao,The current overseer of the funeral parlor? Ahem. I cannot deal with that child.,Friendship Lv. 4,Hu Tao,Liyue
3209,Zhongli,About Tartaglia: Composed,"That rascal from Snezhnaya has yet to depart from Liyue? Heh, no matter. Just let me know if he gives you any trouble. I shall deal with the matter swiftly.",Friendship Lv. 4,Tartaglia,Liyue
3210,Zhongli,About Tartaglia: Drinks,"It's said that Childe and his reputation have yet again stirred up waves among the inner ranks of the Fatui. Knowing his type, he will be sure to swiftly depose anyone who dares to challenge his actions. Hmm... Come to think of it, there will be a lot of interesting news to be heard the next time we gather for drinks. Care to join me when the time comes, Traveler?",Friendship Lv. 4; A New Star Approaches,Tartaglia,Liyue
3211,Zhongli,About Ganyu,"Liyue's prosperity has not been merely built on Rex Lapis' oracles or wisdom. It is also thanks to the countless servants of the Geo Archon who have honored their end of the contract. Of them, Ganyu is the one who has served for the longest time. If you want to know about her past... You should ask her about it. I fear my wording would not be delicate enough to receive her approval.",Friendship Lv. 4; A New Star Approaches,Ganyu,Liyue
3212,Zhongli,About Keqing,"She is the most impious of the Qixing — but I actually find the conviction of such people quite endearing. The only reason I was able to consider taking a step back from such overarching management of Liyue was because there are people like her. People who speak up when they believe themselves to be right, and then go and do something decisive about it.",Friendship Lv. 4; A New Star Approaches,Keqing,Liyue
3213,Zhongli,About Yanfei,"Despite never having signed a contract with me, she upholds order within many strata of Liyue society in her own way, dispelling misconceptions and correcting biases... Should her father one day return from his travels, I imagine that he would be even more delighted than I.",Friendship Lv. 4; A New Star Approaches,Yanfei,Liyue
3214,Zhongli,About Baal,"Time tempers all volition. Yet she would give up everyone for her beliefs. Perhaps it is for this very reason that she has come to where she stands today... Should the chance come by me, I too would like to learn of the Eternity for which she so earnestly endeavors.",Friendship Lv. 4,Raiden Shogun,Liyue
3215,Zhongli,About Buer,"As well as ruling over all of Sumeru, the God of Wisdom, Buer, has a duty to guard Irminsul. Only one who possesses great wisdom could hope to shoulder these responsibilities. All life in Teyvat owes her gratitude for saving Irminsul.","Friendship Lv. 4; Akasha Pulses, the Kalpa Flame Rises",Nahida,Liyue
3216,Zhongli,About Furina,"She made a contract with her own self to save the nation, strictly adhered to it for over five centuries without once wavering, and even fooled the Heavenly Principles in the end... I have great respect for approaches to justice that place exacting demands not only on others, but also on the self. Though her divinity has vanished and the throne of the Archon is no more, Furina will go down in Fontaine's history as a God of Justice worthy of recognition.",Friendship Lv. 4; Masquerade of the Guilty,Furina,Liyue
3217,Zhongli,About Xianyun,"I hear many merchants of Liyue tell tales of a Ms. Xianyun. By most accounts, she appears proud and taciturn upon first glance, yet in conversation, people find her to be forthright and fair-minded, and they are pleased to make her acquaintance. I am glad to hear this. But... I have also heard a great many accounts lauding her readiness to part with large sums of Mora...",Friendship Lv. 4; A Thousand Moonlit Miles,Xianyun,Liyue
3218,Zhongli,More About Zhongli: I,"Why is it that once you finally get a break, rather than taking a rest, you instead come to me? Is it that you want to hear one of my stories?",,,Liyue
3219,Zhongli,More About Zhongli: II,"Have you heard of the origin of the Blackcliff Forge? In the past, they would mine the ore veins of Mt. Tianheng, and then replace the cavities with factory equipment. Tunnels run in all directions throughout the mountain — some even run to the ruins deep within the earth. I doubt there is a person today who could map out all the tunnels.",Friendship Lv. 3,,Liyue
3220,Zhongli,More About Zhongli: III,"Have you heard of the origins of the Lantern Rite? In a war, long ago, the people of Liyue would release lanterns to remind their soldiers of the way home, and to never lose sight of themselves. Though in this day and age, I doubt there are any that remember.",Friendship Lv. 4,,Liyue
3221,Zhongli,More About Zhongli: IV,"The God of Contracts. Have you heard of him? He has an impressive memory. He remembers the name of every person he comes across, and the date that every ship in Liyue sets sail. After all, only in being able to do so can he memorize all of the contracts he holds. With that said, not every memory is a happy one...",Friendship Lv. 5; A New Star Approaches,,Liyue
3222,Zhongli,More About Zhongli: V,"For those that live too long, the friends of days gone by and scenes from their adventures live on in their memories. As such I have no regrets in meeting you, friend. Should the day ever come that we are not together, you will continue to shine like gold in my memories.",Friendship Lv. 6; A New Star Approaches,,Liyue
3223,Zhongli,Zhongli's Hobbies,I enjoy partaking in walks through the city — when time permits. I find it very calming. Yes... Just when did this feeling begin...?,,,Liyue
3224,Zhongli,Zhongli's Troubles,To get people to abide by a contract and act in accordance with the guidelines set out within is simply to ask them to respect the concept of fairness. It is not a large request. How are there those who still do not understand such simplicity?,,,Liyue
3225,Zhongli,Favorite Food,There was once a drink I used to enjoy with friends — long ago... Is it because the climate has changed? A shame I will never be able to relish in its smooth flavor again.,,,Liyue
3226,Zhongli,Least Favorite Food,"I don't like seafood. Just seeing it reminds me of that... slimy texture, and that scent that just won't wash off. As for why I hate it... *sigh* It's a long story, so let's just say my memory is a little too good.",,,Liyue
3227,Zhongli,Receiving a Gift: I,The finest ingredients cooked with true expertise. This is no small feat.,,,Liyue
3228,Zhongli,Receiving a Gift: II,The art of gastronomy is a fascinating one. That it appeals to you comes as no surprise.,,,Liyue
3229,Zhongli,Receiving a Gift: III,"Since you seem to have some time on your hands, why don't we find a quiet place and I'll share one of my stories with you.",,,Liyue
3230,Zhongli,Birthday,"Happy birthday. This is a dried Glaze Lily that came into bloom on the day of your birth. Long ago, the people of Liyue would say that this flower blooms bearing the weight of the beautiful memories and prayers of the land. I believe this to have been applied on the day you were born as well.",,,Liyue
3231,Zhongli,Feelings About Ascension: Intro,"It seems my strength is returning. Not a lot, but enough.",Ascension Phase 1,,Liyue
3232,Zhongli,Feelings About Ascension: Building Up,"My power is growing, and so with it grows the burden on my body... I'm okay. My structure is not the same as that of normal people. Please, do not worry yourself.",Ascension Phase 2,,Liyue
3233,Zhongli,Feelings About Ascension: Climax,"I see. Using a Vision harnesses elements. As far as the common folk are concerned, this is no small feat. So... back then... they were aware of this as they stood beside me...",Ascension Phase 4,,Liyue
3234,Zhongli,Feelings About Ascension: Conclusion,"After letting go of my Gnosis, I never expected to see a day like this again. Thank you, friend. Ah, yes, I have a new contract here. Care to take a look at it together?",Ascension Phase 6,,Liyue
3235,Jean,Hello,"I am Jean, the Dandelion Knight, requesting approval to join your party. From this day onwards, my honor and loyalty lie with you.",,,Mondstadt
3236,Jean,Chat: Operation,"It's time to move on, we shouldn't stay here.",,,Mondstadt
3237,Jean,Chat: Knights of Favonius,I do hope the Knights of Favonius are all working hard...,,,Mondstadt
3238,Jean,Chat: Target,Onwards! We have work to do.,,,Mondstadt
3239,Jean,When It Rains,The rain won't slow me down.,,,Mondstadt
3240,Jean,After the Rain,"This weather is perfect, we should move out.",,,Mondstadt
3241,Jean,When It Snows,Snow. Remember — tend to your boots when we return.,,,Mondstadt
3242,Jean,When It's Windy,Such fine weather.,,,Mondstadt
3243,Jean,When the Wind Is Blowing,Legend has it the wind was unusually strong on that day too...,,,Mondstadt
3244,Jean,Good Morning,A successful day starts from the morning. Let's give it our all today.,,,Mondstadt
3245,Jean,Good Afternoon,We've still got work to do. Let's keep going.,,,Mondstadt
3246,Jean,Good Evening,It seems I'm immune to coffee now. Perhaps I need to ask Lisa for something... a little stronger...,,,Mondstadt
3247,Jean,Good Night,"Training is finished for today. Great work, you've earned a good rest.",,,Mondstadt
3248,Jean,About Jean,"Today I had no choice but to cut down five Ruin Guards to protect the people of our city... Ugh, I must continue to work harder. Though hostile, destroying such precious artifacts is still a loss to us all. I must find a less destructive way to bring them down next time...",,,Mondstadt
3249,Jean,About Us: Creed,"You have my complete and full support. Of course, if your path ever deviates from justice, I will not hesitate to point it out.",,,Mondstadt
3250,Jean,About Us: Oath,"I swear by this sword, victory shall be yours.",Friendship Lv. 6,,Mondstadt
3251,Jean,About Us: Quest,"Our work will not handle itself... But, I suppose the occasional short break is warranted. Let us rest for a couple of minutes.",Friendship Lv. 6,,Mondstadt
3252,Jean,About the Vision,"""For Mondstadt, as always"" is the Gunnhildr family motto. Every time I use my Vision, I am reminded of my mother and the hopes of the people of Mondstadt. For Mondstadt, for freedom — that is what I fight for.",Friendship Lv. 4,,Mondstadt
